MQ2,MQ4,MQ5,MQ7,MQ135,,,,,
120,271,468,587,360,,,,,
118,272,467,586,359,,,,,
116,274,469,588,359,,,,,
120,274,467,589,359,,,,,
120,274,469,587,359,,,,,
118,274,467,585,359,,,,,
120,273,467,586,360,,,,,
117,274,468,587,359,,,,,
119,273,467,589,360,,,,,
117,271,467,589,359,,,,,
120,272,467,589,359,,,,,
118,271,468,589,359,,,,,
119,271,466,590,360,,,,,
120,269,468,590,362,,,,,
118,270,468,588,361,,,,,
119,269,468,591,362,,,,,
120,270,467,591,360,,,,,
117,270,468,590,359,,,,,
120,272,469,590,360,,,,,
118,273,467,589,361,,,,,
118,271,466,591,361,,,,,
118,271,468,591,360,,,,,
120,272,467,589,362,,,,,
118,275,468,590,361,,,,,
119,273,466,590,361,,,,,
119,274,468,589,360,,,,,
118,272,467,591,361,,,,,
119,273,466,590,360,,,,,
118,272,467,591,360,,,,,
118,272,466,589,360,,,,,
118,270,468,589,359,,,,,
120,269,466,591,360,,,,,
118,275,466,590,359,,,,,
119,276,467,591,360,,,,,
118,275,468,591,361,,,,,
118,276,467,592,359,,,,,
118,274,467,590,360,,,,,
118,275,466,592,360,,,,,
120,275,467,591,359,,,,,
117,273,466,590,359,,,,,
118,274,466,590,359,,,,,
119,274,466,589,359,,,,,
117,272,466,591,360,,,,,
118,272,465,591,359,,,,,
117,273,466,591,360,,,,,
117,274,466,589,359,,,,,
119,272,467,591,358,,,,,
118,273,467,591,359,,,,,
118,273,465,591,359,,,,,
117,272,466,590,358,,,,,
119,276,467,591,359,,,,,
118,274,467,589,360,,,,,
117,273,465,591,358,,,,,
117,273,466,590,361,,,,,
118,273,466,591,358,,,,,
117,276,466,589,360,,,,,
118,274,465,592,357,,,,,
116,271,465,590,358,,,,,
118,274,466,592,358,,,,,
117,272,467,590,358,,,,,
118,272,465,591,357,,,,,
118,272,464,590,358,,,,,
117,273,465,589,357,,,,,
117,270,465,589,357,,,,,
116,272,464,590,358,,,,,
117,274,465,590,358,,,,,
117,272,463,589,356,,,,,
117,275,464,588,358,,,,,
116,273,462,588,357,,,,,
118,271,461,588,356,,,,,
116,271,457,579,350,,,,,
115,267,455,579,352,,,,,
113,269,456,580,351,,,,,
115,271,460,581,352,,,,,
115,268,457,580,352,,,,,
114,262,454,577,350,,,,,
112,265,455,576,350,,,,,
116,267,456,580,351,,,,,
115,263,453,574,350,,,,,
113,262,453,576,348,,,,,
114,269,452,575,348,,,,,
114,265,453,576,350,,,,,
115,264,454,578,348,,,,,
113,264,454,577,348,,,,,
113,262,454,575,350,,,,,
113,264,454,578,348,,,,,
115,266,455,576,350,,,,,
114,265,455,576,349,,,,,
115,266,454,579,349,,,,,
116,269,455,580,350,,,,,
115,266,456,578,349,,,,,
113,263,455,579,350,,,,,
114,264,456,579,351,,,,,
112,265,456,578,350,,,,,
115,267,454,580,349,,,,,
115,264,456,578,350,,,,,
114,267,456,580,351,,,,,
114,265,455,578,350,,,,,
113,261,456,579,350,,,,,
113,263,455,576,350,,,,,
114,263,455,577,349,,,,,
113,263,454,578,349,,,,,
114,262,456,579,352,,,,,
114,261,456,580,352,,,,,
114,261,457,582,350,,,,,
116,262,455,579,351,,,,,
112,265,457,580,351,,,,,
114,266,455,578,349,,,,,
114,266,455,577,349,,,,,
114,263,455,579,349,,,,,
115,269,454,580,350,,,,,
112,261,452,577,347,,,,,
114,260,454,581,351,,,,,
115,262,455,581,349,,,,,
113,263,456,581,350,,,,,
114,262,456,581,350,,,,,
116,265,455,582,349,,,,,
115,266,457,582,350,,,,,
115,263,457,581,350,,,,,
113,258,450,575,348,,,,,
112,259,453,576,348,,,,,
114,260,453,577,347,,,,,
114,264,455,580,350,,,,,
115,271,458,584,352,,,,,
114,266,455,582,351,,,,,
116,262,456,583,351,,,,,
113,267,456,581,350,,,,,
114,263,458,583,350,,,,,
114,261,453,583,349,,,,,
115,263,457,583,352,,,,,
114,259,453,579,350,,,,,
113,260,454,581,350,,,,,
113,260,455,579,349,,,,,
114,259,455,580,349,,,,,
114,260,454,579,349,,,,,
115,260,454,582,349,,,,,
113,262,455,581,350,,,,,
113,262,454,581,349,,,,,
114,262,452,576,347,,,,,
113,260,453,577,347,,,,,
113,262,454,582,349,,,,,
112,263,454,581,349,,,,,
114,264,454,579,347,,,,,
112,262,448,574,345,,,,,
111,259,450,574,347,,,,,
111,260,450,578,347,,,,,
113,259,452,577,347,,,,,
112,257,449,574,345,,,,,
115,262,454,582,349,,,,,
116,265,458,588,353,,,,,
113,264,451,579,346,,,,,
114,260,454,578,347,,,,,
113,258,453,579,347,,,,,
113,263,452,580,349,,,,,
115,261,453,579,349,,,,,
114,258,453,581,348,,,,,
113,259,454,580,348,,,,,
113,259,453,579,348,,,,,
111,257,450,577,346,,,,,
113,259,453,583,350,,,,,
114,261,454,580,348,,,,,
116,259,454,581,349,,,,,
116,260,454,582,350,,,,,
112,259,451,579,347,,,,,
113,259,454,581,349,,,,,
111,257,453,577,346,,,,,
113,259,450,578,345,,,,,
113,257,450,575,345,,,,,
113,261,453,582,348,,,,,
115,261,455,582,347,,,,,
115,261,453,582,348,,,,,
112,261,452,582,348,,,,,
111,260,452,580,347,,,,,
113,259,451,578,347,,,,,
112,259,454,582,348,,,,,
113,261,452,579,347,,,,,
116,261,451,578,349,,,,,
113,260,454,582,349,,,,,
112,260,453,581,349,,,,,
111,260,451,577,345,,,,,
112,259,450,577,346,,,,,
112,264,456,584,351,,,,,
115,266,456,585,350,,,,,
114,268,457,586,349,,,,,
113,267,457,584,349,,,,,
113,265,456,586,350,,,,,
113,265,453,582,347,,,,,
116,267,455,586,350,,,,,
112,267,454,586,349,,,,,
114,269,455,585,352,,,,,
116,268,455,584,352,,,,,
114,267,455,583,350,,,,,
115,265,454,581,351,,,,,
113,263,455,583,349,,,,,
112,266,453,581,348,,,,,
115,266,454,582,350,,,,,
114,263,454,583,350,,,,,
113,267,455,583,349,,,,,
116,264,455,583,349,,,,,
116,265,460,588,353,,,,,
116,263,460,589,354,,,,,
113,260,454,580,349,,,,,
115,262,454,579,349,,,,,
111,260,452,579,347,,,,,
112,259,454,580,349,,,,,
112,259,453,581,347,,,,,
115,261,454,583,350,,,,,
113,259,451,579,349,,,,,
113,260,452,579,347,,,,,
113,260,456,585,352,,,,,
114,260,452,578,346,,,,,
112,260,453,582,348,,,,,
113,259,449,577,347,,,,,
114,260,449,576,347,,,,,
115,264,459,589,354,,,,,
114,263,454,583,350,,,,,
112,261,455,584,350,,,,,
115,264,455,584,351,,,,,
113,261,453,583,348,,,,,
113,264,457,586,352,,,,,
114,264,456,584,351,,,,,
113,262,455,584,351,,,,,
116,264,454,583,350,,,,,
115,266,458,590,353,,,,,
115,269,459,590,352,,,,,
112,263,453,583,349,,,,,
113,264,455,585,349,,,,,
113,263,453,582,349,,,,,
113,265,453,583,348,,,,,
114,265,456,587,354,,,,,
113,264,451,580,348,,,,,
113,262,453,581,348,,,,,
114,264,452,580,347,,,,,
115,266,455,586,353,,,,,
116,267,456,586,352,,,,,
114,267,458,589,352,,,,,
114,267,452,580,349,,,,,
113,266,453,582,349,,,,,
113,264,451,579,348,,,,,
114,278,459,589,353,,,,,
115,266,453,584,351,,,,,
114,265,458,590,355,,,,,
114,269,459,590,353,,,,,
115,264,453,582,350,,,,,
112,260,452,583,349,,,,,
116,265,459,589,354,,,,,
114,260,453,583,349,,,,,
114,260,453,584,349,,,,,
114,261,454,584,352,,,,,
114,259,452,582,351,,,,,
116,254,455,585,351,,,,,
113,259,456,585,351,,,,,
116,263,459,589,353,,,,,
115,262,459,589,352,,,,,
114,261,455,585,351,,,,,
114,259,448,577,346,,,,,
112,260,452,584,350,,,,,
112,258,452,582,349,,,,,
113,259,453,583,349,,,,,
113,259,455,587,351,,,,,
113,257,449,580,348,,,,,
113,259,451,582,348,,,,,
113,256,450,581,350,,,,,
115,259,452,583,349,,,,,
116,260,454,584,352,,,,,
111,255,452,579,347,,,,,
110,254,447,575,345,,,,,
111,256,447,577,345,,,,,
114,256,448,577,347,,,,,
112,256,449,579,346,,,,,
113,256,450,580,349,,,,,
114,256,450,579,349,,,,,
113,256,451,581,348,,,,,
113,258,451,580,347,,,,,
114,260,456,586,352,,,,,
113,258,453,584,352,,,,,
115,257,450,580,349,,,,,
114,258,450,580,349,,,,,
113,256,449,578,349,,,,,
113,258,452,581,349,,,,,
115,261,454,586,353,,,,,
113,257,453,586,352,,,,,
116,264,459,592,356,,,,,
114,261,459,590,353,,,,,
115,261,453,587,351,,,,,
112,260,452,584,350,,,,,
114,258,449,579,348,,,,,
112,257,450,582,348,,,,,
114,260,454,585,349,,,,,
113,261,456,587,351,,,,,
113,259,450,581,349,,,,,
114,256,449,578,348,,,,,
113,261,454,585,350,,,,,
114,259,452,582,350,,,,,
111,255,449,576,347,,,,,
113,259,451,584,349,,,,,
115,262,454,585,350,,,,,
114,263,458,591,354,,,,,
115,262,453,585,352,,,,,
115,262,455,589,352,,,,,
113,259,452,585,350,,,,,
111,259,451,581,349,,,,,
113,260,453,585,350,,,,,
114,261,454,586,354,,,,,
116,261,454,585,351,,,,,
113,256,445,575,344,,,,,
112,258,452,581,349,,,,,
113,262,454,585,350,,,,,
115,260,457,589,351,,,,,
116,261,453,585,352,,,,,
112,261,451,587,349,,,,,
113,261,454,585,350,,,,,
111,258,450,580,348,,,,,
112,260,452,584,349,,,,,
114,259,450,583,349,,,,,
112,259,450,581,347,,,,,
115,263,458,590,355,,,,,
114,260,451,583,350,,,,,
112,256,447,577,347,,,,,
113,260,455,586,352,,,,,
116,262,454,586,351,,,,,
116,263,455,586,354,,,,,
114,260,457,591,350,,,,,
113,261,454,590,356,,,,,
116,263,458,588,354,,,,,
113,260,454,588,351,,,,,
115,262,454,587,351,,,,,
113,259,451,582,349,,,,,
114,259,452,584,351,,,,,
114,262,457,591,353,,,,,
111,258,452,583,350,,,,,
111,257,451,583,350,,,,,
113,260,452,584,352,,,,,
111,261,455,585,349,,,,,
113,262,454,588,353,,,,,
115,263,454,586,351,,,,,
116,263,453,586,351,,,,,
114,258,452,585,350,,,,,
115,277,458,590,354,,,,,
114,271,451,584,348,,,,,
111,267,449,580,346,,,,,
115,261,457,589,352,,,,,
112,261,453,587,352,,,,,
116,264,458,591,352,,,,,
116,262,457,590,354,,,,,
115,259,456,590,352,,,,,
113,261,453,586,351,,,,,
113,261,452,585,350,,,,,
114,266,458,592,353,,,,,
112,264,451,583,349,,,,,
114,273,458,590,354,,,,,
116,266,458,588,351,,,,,
114,265,456,589,354,,,,,
117,265,458,589,354,,,,,
115,261,452,585,352,,,,,
116,263,454,588,356,,,,,
115,265,459,591,355,,,,,
111,255,447,577,348,,,,,
116,272,459,592,356,,,,,
115,262,456,586,353,,,,,
114,265,457,587,355,,,,,
118,260,458,591,356,,,,,
114,256,452,585,351,,,,,
113,262,458,591,351,,,,,
114,264,454,586,350,,,,,
112,266,451,585,352,,,,,
116,262,454,586,354,,,,,
114,264,454,586,351,,,,,
113,256,453,585,352,,,,,
114,256,453,584,351,,,,,
113,257,454,585,352,,,,,
116,255,456,589,356,,,,,
115,256,454,588,355,,,,,
113,255,453,583,351,,,,,
114,258,456,592,353,,,,,
113,254,455,587,352,,,,,
115,255,453,585,351,,,,,
116,255,454,584,350,,,,,
114,253,453,585,351,,,,,
115,255,454,586,351,,,,,
114,255,452,585,352,,,,,
115,255,453,585,351,,,,,
113,254,452,585,349,,,,,
114,255,452,583,350,,,,,
113,254,452,584,351,,,,,
112,254,451,584,352,,,,,
114,255,452,584,353,,,,,
113,254,450,583,351,,,,,
117,258,459,592,355,,,,,
115,258,458,591,352,,,,,
116,255,454,585,354,,,,,
113,256,452,584,351,,,,,
114,254,451,584,350,,,,,
114,259,452,584,349,,,,,
116,262,452,585,352,,,,,
113,260,453,587,352,,,,,
116,265,459,592,355,,,,,
113,256,444,574,345,,,,,
113,265,456,591,356,,,,,
113,260,456,591,355,,,,,
113,260,456,589,355,,,,,
116,262,458,591,354,,,,,
116,264,457,590,354,,,,,
114,265,453,585,351,,,,,
113,263,457,590,352,,,,,
113,257,455,587,352,,,,,
112,256,452,584,349,,,,,
111,256,452,584,350,,,,,
113,259,457,590,355,,,,,
115,259,455,586,351,,,,,
113,257,457,590,355,,,,,
114,256,452,584,352,,,,,
116,258,458,590,350,,,,,
112,255,449,580,348,,,,,
114,257,452,585,353,,,,,
115,258,452,586,352,,,,,
115,258,453,585,353,,,,,
114,264,454,587,352,,,,,
113,261,454,587,352,,,,,
111,260,452,582,352,,,,,
113,261,453,586,353,,,,,
112,259,456,589,352,,,,,
114,258,454,586,353,,,,,
114,258,451,582,352,,,,,
112,259,452,584,351,,,,,
111,258,452,585,351,,,,,
115,259,451,584,352,,,,,
112,257,451,584,349,,,,,
116,264,458,592,357,,,,,
114,262,452,583,350,,,,,
115,262,454,592,353,,,,,
115,262,454,587,353,,,,,
114,259,452,583,352,,,,,
112,258,451,584,351,,,,,
114,257,452,583,349,,,,,
114,259,453,585,351,,,,,
111,258,452,584,349,,,,,
112,257,453,583,352,,,,,
114,257,451,584,351,,,,,
114,257,450,580,349,,,,,
113,260,457,587,352,,,,,
113,257,448,580,348,,,,,
115,259,454,586,352,,,,,
114,260,453,587,354,,,,,
114,260,452,584,351,,,,,
114,258,448,579,347,,,,,
112,260,452,584,351,,,,,
111,259,450,582,350,,,,,
114,262,451,583,351,,,,,
111,261,451,585,351,,,,,
115,258,452,584,351,,,,,
112,256,447,578,347,,,,,
113,255,451,582,350,,,,,
116,260,459,589,355,,,,,
111,259,456,589,352,,,,,
115,263,454,587,354,,,,,
113,266,454,586,352,,,,,
111,265,455,586,355,,,,,
114,259,449,581,351,,,,,
113,255,452,585,349,,,,,
112,255,453,585,352,,,,,
112,252,450,579,352,,,,,
114,251,452,585,353,,,,,
111,251,451,582,350,,,,,
113,257,457,589,355,,,,,
114,252,452,584,351,,,,,
114,252,450,582,351,,,,,
111,247,450,581,348,,,,,
111,244,446,576,346,,,,,
113,250,450,581,350,,,,,
112,250,450,582,348,,,,,
113,253,450,582,351,,,,,
112,251,449,582,352,,,,,
112,249,451,583,351,,,,,
112,252,451,581,349,,,,,
111,252,452,584,351,,,,,
113,251,451,582,352,,,,,
112,250,451,584,351,,,,,
112,251,452,584,351,,,,,
113,251,451,583,352,,,,,
111,253,453,585,351,,,,,
114,253,452,583,352,,,,,
112,252,453,583,353,,,,,
113,250,452,583,353,,,,,
112,251,452,584,354,,,,,
112,250,452,584,351,,,,,
114,252,453,584,352,,,,,
113,253,452,585,353,,,,,
113,255,454,586,354,,,,,
115,252,452,586,353,,,,,
114,254,451,584,353,,,,,
114,252,453,585,352,,,,,
115,252,453,584,351,,,,,
111,251,451,582,350,,,,,
110,249,445,577,347,,,,,
111,250,445,574,345,,,,,
111,251,446,577,345,,,,,
112,248,447,578,347,,,,,
112,247,448,579,349,,,,,
111,250,449,580,348,,,,,
112,247,447,579,348,,,,,
113,251,448,578,350,,,,,
112,248,449,580,350,,,,,
114,251,451,583,351,,,,,
112,253,450,582,352,,,,,
112,253,452,582,350,,,,,
113,253,452,584,351,,,,,
110,246,440,570,343,,,,,
110,250,446,577,346,,,,,
114,255,452,583,352,,,,,
113,254,452,584,352,,,,,
113,255,451,583,351,,,,,
115,256,452,585,353,,,,,
113,254,452,584,352,,,,,
113,254,453,586,353,,,,,
113,256,452,585,352,,,,,
112,256,453,583,353,,,,,
112,254,452,585,351,,,,,
114,256,453,585,354,,,,,
111,256,452,585,353,,,,,
112,256,453,586,353,,,,,
112,256,450,583,352,,,,,
114,256,451,584,351,,,,,
111,255,451,581,350,,,,,
114,255,449,582,350,,,,,
112,256,450,583,352,,,,,
111,255,453,585,353,,,,,
115,257,453,583,351,,,,,
112,258,453,583,351,,,,,
113,257,452,586,353,,,,,
115,258,452,585,353,,,,,
110,264,452,583,351,,,,,
112,263,451,584,351,,,,,
114,261,452,584,352,,,,,
113,258,450,582,352,,,,,
111,257,450,583,352,,,,,
112,259,452,585,350,,,,,
113,259,452,586,352,,,,,
114,260,451,585,352,,,,,
114,257,452,584,351,,,,,
112,255,452,583,352,,,,,
115,255,451,582,352,,,,,
113,256,450,584,353,,,,,
114,259,452,585,351,,,,,
113,261,450,583,352,,,,,
112,265,450,585,353,,,,,
114,264,452,587,354,,,,,
113,268,451,585,355,,,,,
111,258,451,584,353,,,,,
113,264,452,585,352,,,,,
111,260,452,586,353,,,,,
116,267,454,587,353,,,,,
111,263,452,585,354,,,,,
113,259,454,587,354,,,,,
113,256,454,587,352,,,,,
113,256,453,586,354,,,,,
113,256,453,586,353,,,,,
113,256,453,587,354,,,,,
114,257,454,586,354,,,,,
112,256,452,584,354,,,,,
114,257,453,586,351,,,,,
111,255,453,585,351,,,,,
111,255,451,585,353,,,,,
113,256,451,583,353,,,,,
111,260,451,584,351,,,,,
114,267,452,585,354,,,,,
112,260,450,583,352,,,,,
111,263,451,584,353,,,,,
111,267,451,584,353,,,,,
114,266,451,583,352,,,,,
113,260,450,583,352,,,,,
114,269,451,582,351,,,,,
111,261,453,586,352,,,,,
114,260,451,585,352,,,,,
114,256,452,585,353,,,,,
114,254,450,584,352,,,,,
114,253,450,584,353,,,,,
113,254,451,584,351,,,,,
113,254,452,582,351,,,,,
111,253,450,583,353,,,,,
113,255,452,583,351,,,,,
113,255,451,583,353,,,,,
112,253,451,583,352,,,,,
112,255,451,583,351,,,,,
111,255,450,584,352,,,,,
113,257,451,583,353,,,,,
111,258,451,584,353,,,,,
113,267,451,584,353,,,,,
113,260,451,584,352,,,,,
112,262,452,584,353,,,,,
112,267,452,584,352,,,,,
111,259,451,585,351,,,,,
112,260,452,585,353,,,,,
114,264,452,584,353,,,,,
112,272,452,584,353,,,,,
112,258,450,582,352,,,,,
111,260,451,585,351,,,,,
112,261,451,584,353,,,,,
111,259,452,584,352,,,,,
113,260,452,584,352,,,,,
113,258,451,584,352,,,,,
112,257,452,585,354,,,,,
111,257,451,583,351,,,,,
114,258,452,584,351,,,,,
112,258,452,584,353,,,,,
116,259,451,583,352,,,,,
114,258,451,582,352,,,,,
111,260,450,582,351,,,,,
110,260,452,584,352,,,,,
114,259,453,585,353,,,,,
111,257,451,585,353,,,,,
114,260,452,584,353,,,,,
114,260,451,584,353,,,,,
113,258,451,583,351,,,,,
113,261,451,583,353,,,,,
112,263,451,584,353,,,,,
113,261,451,585,351,,,,,
111,259,451,583,352,,,,,
112,259,450,583,352,,,,,
110,257,450,583,351,,,,,
112,257,451,584,352,,,,,
111,257,450,582,351,,,,,
113,255,450,584,352,,,,,
114,259,451,584,351,,,,,
114,260,451,584,351,,,,,
111,259,450,582,352,,,,,
113,271,449,584,353,,,,,
111,257,452,582,352,,,,,
111,255,450,582,352,,,,,
114,268,452,582,351,,,,,
114,268,451,583,353,,,,,
113,256,449,581,352,,,,,
114,256,450,582,353,,,,,
114,263,451,583,351,,,,,
114,263,449,581,352,,,,,
113,259,449,583,351,,,,,
111,257,450,582,350,,,,,
112,254,449,581,351,,,,,
113,255,449,582,352,,,,,
112,260,449,581,351,,,,,
114,268,450,582,350,,,,,
113,260,450,581,351,,,,,
111,253,448,581,351,,,,,
110,253,447,579,350,,,,,
111,262,450,581,350,,,,,
113,252,447,579,350,,,,,
112,257,448,580,350,,,,,
111,264,447,576,349,,,,,
110,265,446,577,349,,,,,
110,259,446,578,348,,,,,
112,255,446,574,348,,,,,
111,257,451,581,351,,,,,
110,263,450,582,353,,,,,
112,263,452,584,352,,,,,
112,258,452,584,352,,,,,
112,260,452,584,353,,,,,
114,258,453,584,353,,,,,
111,252,450,583,353,,,,,
113,255,451,581,353,,,,,
110,255,450,581,351,,,,,
113,263,449,580,351,,,,,
111,255,449,582,352,,,,,
112,250,447,578,350,,,,,
111,253,448,580,351,,,,,
111,253,449,579,349,,,,,
111,258,447,577,347,,,,,
111,255,446,574,346,,,,,
113,257,450,581,353,,,,,
110,253,448,581,350,,,,,
112,254,446,578,350,,,,,
110,255,446,576,346,,,,,
109,251,443,572,343,,,,,
110,251,445,576,348,,,,,
112,248,445,577,347,,,,,
110,248,443,573,346,,,,,
110,250,447,578,348,,,,,
109,248,447,577,348,,,,,
110,246,445,576,348,,,,,
111,249,447,577,348,,,,,
110,248,444,572,345,,,,,
112,248,445,576,347,,,,,
112,250,446,577,348,,,,,
111,251,445,575,347,,,,,
109,248,443,574,346,,,,,
110,250,445,575,346,,,,,
112,250,444,572,346,,,,,
109,249,440,569,343,,,,,
111,252,445,575,349,,,,,
109,247,442,573,344,,,,,
112,253,446,578,349,,,,,
111,250,448,579,350,,,,,
113,252,449,582,352,,,,,
111,253,446,577,346,,,,,
111,254,450,582,350,,,,,
113,255,448,578,349,,,,,
111,257,445,575,348,,,,,
111,254,448,581,349,,,,,
112,251,445,576,348,,,,,
109,257,444,575,346,,,,,
111,254,447,579,351,,,,,
111,255,450,582,353,,,,,
111,257,449,581,351,,,,,
111,255,450,581,352,,,,,
112,256,449,581,352,,,,,
112,256,449,580,352,,,,,
111,258,450,582,350,,,,,
110,256,450,582,351,,,,,
110,256,450,580,350,,,,,
112,256,449,582,353,,,,,
112,257,449,583,353,,,,,
112,258,450,580,350,,,,,
113,259,450,583,353,,,,,
113,262,450,583,351,,,,,
111,263,450,580,351,,,,,
115,263,450,583,353,,,,,
114,267,449,584,354,,,,,
112,262,448,582,353,,,,,
112,264,451,583,352,,,,,
113,266,449,582,353,,,,,
112,262,450,583,352,,,,,
112,261,450,583,353,,,,,
111,266,452,584,354,,,,,
111,269,449,582,351,,,,,
111,261,450,582,352,,,,,
114,260,450,583,351,,,,,
111,259,451,583,351,,,,,
112,260,450,583,352,,,,,
113,265,449,583,352,,,,,
112,262,450,583,351,,,,,
112,258,449,582,353,,,,,
113,258,450,583,353,,,,,
112,258,449,580,350,,,,,
111,257,449,582,352,,,,,
112,258,449,583,352,,,,,
112,256,448,583,352,,,,,
110,258,449,580,349,,,,,
111,256,448,582,352,,,,,
112,258,448,580,351,,,,,
110,263,447,580,352,,,,,
110,261,448,581,351,,,,,
111,262,449,582,352,,,,,
111,260,448,581,351,,,,,
112,260,447,579,351,,,,,
113,259,448,577,350,,,,,
110,261,445,578,349,,,,,
108,261,446,577,348,,,,,
112,259,443,574,348,,,,,
110,255,445,576,346,,,,,
111,258,450,582,351,,,,,
113,262,451,586,353,,,,,
112,264,453,586,355,,,,,
112,262,451,583,354,,,,,
113,265,451,585,354,,,,,
113,271,450,584,352,,,,,
111,265,448,580,350,,,,,
110,260,449,582,350,,,,,
111,264,448,581,350,,,,,
110,262,448,580,350,,,,,
111,261,448,581,350,,,,,
110,262,449,580,350,,,,,
113,259,446,576,350,,,,,
113,261,451,581,352,,,,,
112,259,448,584,353,,,,,
113,263,454,589,357,,,,,
113,260,451,583,351,,,,,
113,262,454,587,356,,,,,
112,261,452,583,352,,,,,
113,258,448,581,353,,,,,
112,258,450,583,352,,,,,
114,262,454,589,356,,,,,
112,256,446,579,348,,,,,
110,256,446,579,349,,,,,
111,257,449,580,351,,,,,
114,259,451,583,353,,,,,
110,256,448,581,352,,,,,
110,256,449,582,352,,,,,
111,256,449,581,351,,,,,
111,257,449,581,352,,,,,
112,256,448,580,351,,,,,
112,257,448,581,353,,,,,
112,260,455,586,351,,,,,
111,256,450,583,353,,,,,
112,263,455,590,357,,,,,
112,259,450,583,354,,,,,
111,259,451,584,352,,,,,
113,257,449,582,352,,,,,
112,261,452,586,354,,,,,
113,260,451,581,352,,,,,
113,260,451,581,352,,,,,
110,263,450,583,350,,,,,
111,262,450,581,347,,,,,
111,262,447,577,348,,,,,
113,268,449,584,355,,,,,
111,263,449,581,352,,,,,
110,260,448,580,351,,,,,
110,262,452,584,351,,,,,
111,260,449,580,351,,,,,
113,263,450,583,353,,,,,
112,259,451,585,353,,,,,
113,259,450,584,352,,,,,
112,260,448,579,351,,,,,
112,263,455,589,356,,,,,
112,261,451,582,352,,,,,
111,258,449,581,350,,,,,
111,254,445,574,347,,,,,
113,257,449,581,350,,,,,
112,259,452,586,355,,,,,
111,256,450,580,351,,,,,
113,260,451,584,352,,,,,
111,257,450,582,353,,,,,
112,257,449,582,353,,,,,
111,258,449,583,354,,,,,
113,257,450,582,354,,,,,
110,257,448,579,349,,,,,
110,262,450,582,354,,,,,
112,259,450,583,353,,,,,
112,260,450,583,353,,,,,
110,260,449,582,352,,,,,
113,261,454,588,356,,,,,
112,259,451,586,353,,,,,
112,257,456,589,353,,,,,
111,257,452,588,353,,,,,
112,260,451,583,353,,,,,
112,257,451,584,354,,,,,
110,253,451,582,352,,,,,
113,256,452,584,355,,,,,
111,257,451,584,353,,,,,
113,255,449,583,353,,,,,
115,258,455,589,358,,,,,
113,258,454,591,357,,,,,
113,255,451,581,351,,,,,
113,254,451,583,351,,,,,
112,253,454,587,356,,,,,
111,251,447,579,351,,,,,
111,258,456,588,356,,,,,
111,258,453,588,356,,,,,
111,254,450,584,353,,,,,
111,256,452,587,356,,,,,
112,258,455,588,356,,,,,
113,255,450,583,356,,,,,
114,253,450,583,355,,,,,
113,255,454,585,354,,,,,
112,254,449,581,353,,,,,
113,256,456,589,357,,,,,
113,252,451,586,357,,,,,
115,259,455,588,357,,,,,
113,256,455,589,356,,,,,
113,256,454,588,358,,,,,
114,257,457,588,355,,,,,
111,254,455,589,357,,,,,
112,253,455,588,354,,,,,
111,253,453,585,352,,,,,
111,253,451,585,352,,,,,
113,251,451,581,353,,,,,
112,251,451,585,353,,,,,
112,251,452,585,355,,,,,
113,253,455,588,358,,,,,
112,250,449,582,354,,,,,
109,247,443,574,348,,,,,
112,258,451,584,355,,,,,
112,254,452,584,353,,,,,
111,254,452,583,353,,,,,
112,260,456,590,356,,,,,
111,258,449,584,355,,,,,
114,257,451,584,355,,,,,
113,255,452,584,354,,,,,
113,257,452,585,359,,,,,
111,257,450,583,354,,,,,
113,256,450,582,351,,,,,
114,256,455,586,357,,,,,
111,254,451,584,354,,,,,
111,259,457,588,358,,,,,
114,257,454,586,355,,,,,
112,258,451,586,356,,,,,
114,255,450,583,354,,,,,
110,252,448,580,351,,,,,
111,253,451,583,353,,,,,
111,257,453,587,358,,,,,
111,253,453,586,356,,,,,
114,255,452,586,357,,,,,
111,255,453,588,356,,,,,
113,255,455,586,354,,,,,
114,258,456,588,359,,,,,
113,255,453,585,354,,,,,
114,258,456,588,356,,,,,
111,258,456,589,357,,,,,
112,259,451,583,355,,,,,
112,255,452,582,351,,,,,
112,259,453,586,356,,,,,
114,261,454,586,359,,,,,
112,260,452,583,355,,,,,
110,255,451,581,352,,,,,
114,257,456,589,358,,,,,
114,255,452,583,355,,,,,
112,254,453,585,354,,,,,
113,254,450,581,354,,,,,
112,255,452,584,356,,,,,
113,255,453,585,352,,,,,
111,255,450,582,353,,,,,
113,258,455,587,357,,,,,
111,255,453,584,354,,,,,
113,257,453,584,356,,,,,
112,256,453,585,352,,,,,
112,255,449,579,353,,,,,
110,253,450,581,352,,,,,
112,258,449,580,354,,,,,
113,253,449,582,353,,,,,
112,258,451,582,353,,,,,
109,255,447,578,349,,,,,
113,255,448,577,351,,,,,
111,258,446,577,351,,,,,
112,260,448,578,353,,,,,
112,258,450,581,351,,,,,
111,269,452,582,353,,,,,
112,259,448,576,349,,,,,
112,251,450,583,355,,,,,
113,250,456,586,357,,,,,
112,253,455,588,355,,,,,
112,253,450,578,351,,,,,
114,249,451,581,354,,,,,
112,254,454,588,356,,,,,
111,256,455,587,355,,,,,
111,249,448,579,350,,,,,
112,253,451,581,355,,,,,
113,260,456,587,356,,,,,
110,256,452,582,356,,,,,
112,260,457,588,357,,,,,
112,257,452,585,356,,,,,
112,260,453,584,353,,,,,
112,257,449,581,352,,,,,
112,256,452,583,355,,,,,
