MQ2,MQ4,MQ5,MQ7,MQ135
115,288,468,596,322
117,285,469,596,322
115,286,468,595,323
114,286,467,597,322
115,286,468,596,322
114,286,468,597,323
114,286,468,597,323
115,286,467,597,323
115,286,468,595,322
115,284,468,596,323
115,286,468,595,322
116,286,468,596,323
115,285,467,597,322
114,286,468,596,322
114,285,468,595,321
114,285,468,596,323
116,285,468,596,322
114,286,467,596,321
116,287,466,596,323
115,286,468,596,322
115,285,468,596,322
115,286,467,597,321
115,285,468,595,323
114,287,467,595,322
115,288,467,597,321
115,286,468,595,321
114,285,468,595,323
115,286,466,595,322
115,285,467,595,322
113,285,467,595,323
115,285,467,597,323
114,285,468,595,321
115,285,468,595,322
113,284,469,596,321
112,284,467,596,321
113,284,467,596,323
116,284,468,596,323
114,287,468,596,321
115,283,466,595,322
115,286,466,597,322
114,286,466,595,321
114,286,466,596,323
115,287,467,596,321
113,286,467,595,323
115,286,467,596,322
115,284,467,595,323
115,285,468,595,321
115,285,466,597,322
114,286,467,594,322
115,286,468,595,321
116,285,467,596,321
115,284,467,596,323
115,285,468,594,323
114,283,467,594,323
115,286,466,595,323
112,285,467,597,323
114,285,468,594,321
114,285,468,596,320
115,285,467,595,322
114,285,468,595,323
115,286,467,595,323
114,285,467,596,322
115,284,466,596,323
116,284,468,594,323
114,285,466,594,322
115,285,466,595,322
115,284,468,596,323
114,285,468,596,322
114,284,467,596,322
114,284,467,596,323
114,285,466,596,320
115,285,468,594,323
115,285,466,595,322
112,284,467,597,324
114,285,467,595,322
114,284,466,597,322
115,284,466,595,323
114,284,467,596,323
115,285,467,596,322
115,285,467,595,322
116,285,467,594,323
113,286,467,596,323
115,286,467,596,321
114,286,466,596,321
115,287,466,593,321
114,286,467,595,321
114,287,466,596,320
114,284,467,595,322
113,287,468,595,322
114,288,466,596,322
113,287,466,595,321
114,287,466,596,322
112,287,466,596,321
113,289,467,595,323
114,287,466,594,323
114,289,467,594,321
114,287,466,596,323
113,288,468,595,322
114,289,467,594,321
114,289,466,595,323
116,288,466,595,321
113,289,466,594,321
114,287,467,595,321
112,287,467,594,322
114,289,467,595,321
115,287,466,596,321
114,287,466,596,323
114,289,468,593,321
113,289,466,595,322
114,287,467,595,323
113,289,466,595,324
114,287,467,594,321
115,288,466,594,322
113,287,467,593,322
112,287,467,595,321
113,288,467,594,323
113,287,468,593,322
112,287,467,595,323
114,288,467,594,323
113,289,466,594,322
114,289,468,593,323
114,286,467,594,321
115,289,467,595,322
114,289,467,594,322
115,288,466,593,322
114,289,467,594,322
113,289,466,594,322
115,288,466,595,321
112,287,467,595,322
113,287,467,593,321
114,288,467,593,320
115,288,467,594,321
113,287,467,593,322
113,288,466,596,321
116,287,466,595,321
112,288,467,593,322
113,288,465,593,322
113,288,466,593,322
114,286,466,594,323
114,287,467,593,320
114,288,465,594,322
113,286,466,594,322
114,287,467,593,322
113,288,466,594,322
113,287,467,594,320
113,285,467,592,320
113,286,468,594,322
113,286,467,593,323
113,285,467,593,321
113,285,467,593,322
113,285,466,593,321
113,284,466,595,322
112,284,467,595,322
113,282,466,594,323
114,283,466,594,321
114,284,467,594,321
113,284,467,594,322
114,282,466,594,323
112,282,466,595,322
113,284,466,593,320
113,284,466,594,320
112,283,467,593,322
114,284,467,594,321
113,282,467,594,322
113,283,467,594,320
112,283,466,592,322
114,283,466,593,322
113,283,467,595,322
113,283,467,594,322
112,282,466,593,320
115,283,468,593,321
112,283,466,594,322
113,282,466,594,322
113,284,466,592,322
113,284,466,595,321
114,283,467,592,320
112,283,467,594,321
114,283,467,592,322
112,283,468,592,322
113,283,466,594,320
112,283,466,593,321
112,283,467,593,322
111,283,467,592,322
113,284,466,594,321
114,281,465,593,322
113,283,467,593,321
112,283,467,592,321
111,282,466,594,321
114,283,467,592,321
113,285,466,592,322
113,283,466,593,323
112,285,467,593,322
113,282,465,593,320
113,285,467,592,320
114,285,466,594,321
114,284,465,594,321
113,283,466,592,322
115,283,466,593,322
112,283,467,595,322
114,284,466,593,321
112,282,466,594,320
112,283,466,592,322
114,285,465,592,320
112,285,468,592,321
111,284,467,591,322
112,284,466,594,322
113,284,467,593,321
113,282,468,594,322
112,283,466,593,320
113,283,465,593,322
113,284,465,594,320
112,282,466,594,320
111,284,467,593,320
113,283,466,592,321
113,284,467,591,322
113,284,466,591,321
113,284,465,593,320
112,284,465,593,320
113,288,466,593,321
113,287,466,592,319
113,288,466,594,322
111,286,466,592,322
114,286,467,593,322
112,286,466,593,322
111,288,466,591,321
113,288,467,591,321
113,286,466,594,322
113,288,465,594,320
112,286,467,592,321
112,287,466,593,321
111,287,466,591,320
113,286,466,593,322
112,287,466,593,320
112,287,466,593,320
111,287,466,593,322
113,288,465,593,322
113,288,466,592,321
113,287,466,593,319
112,286,466,593,321
112,286,465,592,322
113,288,465,592,320
112,287,466,594,321
111,288,467,591,320
113,288,465,591,321
113,287,465,593,321
113,287,466,591,321
113,288,466,591,321
113,287,467,591,319
113,288,466,591,321
112,287,466,591,321
112,287,467,593,322
112,287,466,591,322
112,287,467,591,321
112,288,465,591,320
113,287,464,592,321
111,288,466,592,322
111,288,466,592,321
111,288,466,591,320
113,287,465,593,319
111,286,466,592,321
113,288,466,591,321
111,286,465,593,321
113,287,465,593,320
111,286,467,592,320
112,284,466,591,323
112,283,467,591,321
112,284,466,593,321
113,284,465,593,322
113,283,465,593,321
112,283,466,591,322
113,284,465,592,321
113,283,466,594,323
112,282,467,593,320
111,283,466,592,320
111,283,467,591,321
111,285,466,592,321
110,283,466,592,320
113,283,466,591,319
110,284,466,591,322
112,282,465,593,321
111,283,467,592,321
113,285,467,592,321
113,285,464,591,321
112,285,467,592,321
114,284,465,592,320
113,285,465,592,322
111,285,465,591,321
113,283,466,593,321
113,285,465,591,321
114,283,464,593,320
111,285,466,591,322
113,284,464,592,321
112,283,466,591,322
113,284,466,592,321
112,283,465,591,322
113,281,464,592,322
113,283,466,592,320
111,283,466,591,320
111,282,465,591,322
111,283,465,592,320
112,284,465,593,321
113,284,465,591,319
112,284,465,592,320
112,282,465,592,320
110,284,465,591,320
112,284,466,592,322
111,284,465,593,321
113,283,466,592,321
111,285,466,591,320
112,287,464,592,320
112,283,466,591,320
111,282,466,592,322
112,282,465,591,322
111,283,466,591,321
113,281,465,591,320
113,282,466,590,319
111,283,466,591,320
112,283,466,591,321
112,283,466,591,321
112,282,466,592,322
110,282,465,593,321
111,283,466,590,321
112,282,464,592,322
111,283,466,591,321
111,284,466,592,321
111,284,466,592,320
111,283,466,591,322
111,284,465,591,321
112,282,465,592,321
112,283,464,592,321
112,282,465,592,322
110,283,466,593,322
110,283,466,593,321
112,283,465,593,319
111,283,464,592,322
111,285,466,591,320
113,284,464,593,321
112,283,464,593,321
112,284,465,591,321
112,284,464,592,321
112,283,465,592,321
110,283,466,592,320
112,282,465,593,321
111,285,465,592,321
113,283,466,592,321
113,284,464,592,321
112,282,466,592,320
111,283,466,591,322
114,283,467,592,319
111,284,465,592,322
112,282,465,592,322
113,283,464,590,319
111,284,465,592,321
113,284,464,591,322
111,283,466,591,321
111,284,466,592,321
111,285,466,592,320
112,284,465,591,321
112,284,465,592,321
111,284,465,592,320
112,285,465,593,319
113,286,464,591,319
111,286,465,592,319
111,287,465,591,321
112,285,465,591,321
112,286,465,593,321
111,288,465,590,320
113,286,465,592,321
112,286,465,593,322
112,287,465,590,322
111,287,466,590,321
111,288,465,592,321
111,287,466,591,320
112,288,465,590,322
111,288,465,592,321
112,288,466,591,321
111,287,465,591,322
114,287,466,592,321
111,287,466,591,322
111,288,464,591,320
112,286,466,591,320
112,287,464,592,322
112,287,465,593,322
112,287,465,591,321
112,286,465,590,321
111,288,464,592,322
110,286,466,590,322
112,286,465,592,319
111,289,464,592,321
112,287,466,591,321
112,287,465,591,321
113,287,466,592,321
111,289,465,590,321
111,288,465,591,319
112,286,464,592,321
111,287,467,590,322
110,288,464,591,323
112,287,465,590,321
111,288,464,592,320
112,288,466,590,322
111,287,465,592,319
112,289,464,590,321
110,287,466,590,322
111,287,465,590,320
110,287,465,591,321
112,288,464,591,322
109,288,466,591,321
111,287,465,590,322
110,287,465,591,321
112,288,465,592,321
111,288,465,591,321
113,288,466,590,321
111,287,465,593,319
110,287,465,592,321
111,288,464,591,319
110,288,464,591,321
110,288,465,590,319
111,288,465,592,320
110,287,465,590,321
112,287,466,591,321
111,288,465,590,320
112,287,466,590,320
110,287,465,590,321
111,289,465,592,321
110,287,466,592,320
112,288,464,591,321
110,287,464,591,322
112,287,465,591,319
111,289,465,589,321
111,288,464,590,319
111,287,466,590,321
112,287,465,590,321
112,288,464,591,321
111,288,465,589,319
111,288,466,589,319
112,287,465,591,321
111,287,465,591,319
111,288,464,590,319
111,288,464,591,321
111,288,464,591,321
111,287,466,590,321
112,288,464,590,319
112,287,465,592,321
112,286,466,591,321
111,288,464,590,322
112,286,464,591,321
111,287,465,590,321
112,288,464,590,321
111,288,466,591,321
111,288,464,591,321
112,286,464,591,321
112,287,466,592,321
112,288,465,592,319
112,286,465,591,321
111,287,465,590,320
110,287,465,589,320
112,286,465,590,321
110,286,465,592,321
112,287,465,589,321
112,286,465,590,321
110,286,465,591,321
112,286,465,590,320
112,286,464,589,321
110,286,465,591,320
110,286,465,589,319
111,287,466,591,320
112,285,465,590,321
111,286,464,592,320
111,287,464,589,321
111,286,464,591,319
110,287,466,589,321
111,286,464,591,320
111,287,465,591,319
113,286,465,589,320
111,286,464,591,319
112,285,464,592,321
111,284,464,591,321
112,282,465,590,321
110,283,464,591,321
111,284,466,590,320
111,283,465,591,321
112,283,466,591,321
111,283,465,591,319
113,283,465,591,322
111,283,464,591,320
111,284,465,590,321
110,283,466,592,321
112,281,464,591,321
111,281,465,591,320
111,282,464,592,320
111,283,464,592,321
111,282,465,591,321
111,283,465,589,320
113,281,465,591,321
110,282,464,591,320
112,282,465,590,319
111,282,465,591,319
112,283,464,590,321
111,282,465,591,320
112,283,466,590,321
111,283,465,590,319
109,282,465,591,319
111,282,465,589,321
111,282,466,590,320
110,281,465,591,321
110,283,464,591,321
110,282,465,591,319
110,282,465,590,320
112,281,465,589,319
112,282,464,590,322
111,282,465,591,321
110,282,464,592,321
110,282,465,591,319
111,281,464,591,319
110,282,465,590,321
110,282,464,589,319
111,283,465,590,321
111,284,465,591,322
111,286,465,591,323
111,285,465,591,321
110,283,464,591,321
111,283,465,590,321
110,281,464,589,320
110,282,464,590,319
111,282,465,591,321
111,283,466,590,321
111,282,466,589,319
111,281,465,590,321
110,280,465,590,321
110,281,464,591,321
111,282,465,591,321
111,282,466,591,319
110,284,464,590,320
109,280,464,590,320
110,284,465,591,321
110,282,465,589,321
111,282,465,590,319
111,282,465,591,319
110,281,465,590,321
110,282,465,591,320
112,282,464,590,321
111,283,465,592,319
109,286,466,591,320
110,285,465,591,322
110,285,465,591,320
111,287,465,591,321
111,286,464,589,321
111,286,466,589,320
112,286,465,590,319
110,286,464,590,319
109,286,464,590,320
110,286,464,589,320
111,286,464,590,322
110,286,465,589,320
109,286,465,590,320
111,287,465,590,320
110,286,464,591,320
111,285,464,590,321
111,287,465,590,321
111,287,465,591,321
111,286,464,589,320
110,285,464,590,320
109,286,465,591,319
110,285,465,591,321
111,286,464,589,321
109,286,464,589,321
109,288,465,591,319
111,287,465,590,322
111,287,464,590,321
109,288,465,590,319
111,286,465,591,321
112,288,464,588,321
111,288,465,590,320
109,286,465,589,320
111,288,465,590,321
110,287,465,590,320
110,287,464,590,319
110,286,463,590,320
111,288,465,591,322
111,286,464,588,321
109,287,465,591,321
111,287,464,590,322
108,286,465,589,319
111,286,464,590,320
109,288,465,591,320
112,288,464,589,319
111,287,464,590,321
109,285,465,590,320
111,287,464,590,320
111,287,464,589,321
112,287,464,591,322
111,287,464,588,321
111,286,465,590,321
111,288,465,591,322
111,287,465,589,321
111,287,465,589,321
111,286,463,589,321
109,288,464,588,319
110,286,465,591,321
108,285,464,589,319
111,287,464,591,321
110,286,464,589,320
111,287,464,590,321
111,287,465,590,321
109,287,466,591,319
109,288,463,590,321
110,288,464,590,319
109,287,465,588,320
111,288,465,590,322
111,287,464,590,320
112,288,464,590,320
112,288,465,589,320
111,286,464,590,321
111,287,465,590,321
109,286,465,590,320
112,288,464,589,321
112,287,463,589,321
109,285,463,590,320
112,288,465,590,321
111,287,465,588,320
111,285,463,588,321
111,286,464,588,321
110,286,464,589,320
109,287,465,590,319
111,287,464,589,321
111,287,465,590,321
111,287,464,589,319
111,287,465,590,321
111,288,464,589,321
109,285,465,590,319
111,288,465,590,321
110,286,464,589,321
111,287,464,589,319
112,288,465,588,320
109,287,464,588,320
110,286,464,589,321
112,287,464,590,321
111,287,464,589,319
110,286,463,589,321
110,287,465,590,319
110,285,463,588,321
111,286,464,588,321
111,287,465,591,321
109,285,464,590,319
111,288,465,588,322
111,287,464,590,321
110,286,464,589,319
112,287,464,588,320
111,288,465,590,321
110,285,464,588,320
110,286,463,590,321
110,286,465,590,321
112,288,465,590,321
111,288,465,588,321
108,286,464,589,319
111,286,464,590,319
110,284,464,589,319
111,284,463,588,321
111,285,464,590,320
108,284,466,589,319
111,287,464,590,322
111,287,464,590,321
111,287,465,590,320
109,286,463,588,319
109,288,464,590,318
112,287,465,590,321
110,286,463,590,321
110,287,464,589,321
111,288,465,590,320
108,286,464,590,320
110,287,464,589,321
110,285,464,589,320
110,287,464,590,320
111,288,463,588,321
111,287,464,588,321
110,286,463,588,321
110,286,463,590,321
111,285,465,589,320
111,287,465,590,321
111,286,463,588,319
111,283,465,590,321
110,282,463,588,321
109,283,463,588,321
111,282,465,590,320
109,280,465,588,319
110,282,465,591,321
111,284,463,588,319
112,285,463,589,321
111,282,464,589,319
111,282,464,588,321
111,285,464,590,321
111,282,463,589,321
109,281,463,590,321
108,280,464,588,320
109,281,465,590,320
111,283,465,589,321
108,280,463,588,321
110,281,464,589,321
111,282,464,590,319
111,280,464,590,321
111,282,464,590,321
111,283,465,590,321
110,281,464,590,321
108,282,465,589,319
109,280,465,588,319
111,283,465,590,321
109,281,465,590,321
112,282,465,590,320
111,283,464,588,319
109,284,465,589,320
111,283,463,588,319
111,282,464,589,321
110,282,464,589,319
110,281,464,590,319
109,281,465,590,319
108,280,463,588,319
111,282,466,589,321
111,282,465,589,322
111,281,464,589,319
110,280,464,588,321
110,280,464,589,321
111,281,464,588,319
110,280,464,590,319
111,280,464,589,321
111,281,464,589,320
111,282,464,589,321
107,280,465,590,320
111,281,465,590,321
111,281,464,588,321
108,282,464,587,320
111,282,465,589,321
109,280,464,588,320
112,282,464,588,321
109,281,464,590,319
111,281,465,590,321
111,283,464,590,321
112,282,465,590,321
110,281,464,589,321
108,280,464,587,319
111,281,465,589,321
109,282,464,589,319
111,280,464,588,321
108,281,465,587,319
108,281,465,587,321
109,280,464,589,320
111,282,465,589,321
111,281,463,588,320
111,282,465,589,319
108,280,463,589,318
110,281,465,589,319
111,281,465,589,319
110,281,465,587,320
111,281,465,589,322
108,280,464,588,320
109,282,464,588,319
111,284,464,587,319
108,285,464,588,319
111,284,464,588,321
111,286,464,588,322
112,284,463,588,321
109,286,465,587,321
109,286,465,589,319
108,284,464,589,320
109,286,464,588,319
109,286,465,589,319
110,285,464,589,319
111,286,466,587,321
109,285,464,587,321
108,283,463,587,319
110,285,465,588,320
110,284,465,587,319
111,284,463,587,319
108,282,464,587,319
111,285,465,589,321
112,283,464,588,319
108,283,465,589,320
110,280,463,587,320
110,281,463,588,321
109,281,464,589,320
107,280,464,588,319
109,281,463,587,320
108,281,463,587,319
111,284,464,588,320
110,282,464,587,321
110,282,465,587,320
108,280,464,589,319
111,281,464,587,321
108,280,464,588,319
111,282,464,589,320
110,281,464,587,321
107,280,463,587,318
110,281,463,588,318
108,280,465,589,320
108,280,464,587,319
110,280,464,589,319
110,281,464,587,320
109,280,463,587,321
108,281,465,588,319
110,283,464,588,319
109,279,463,587,320
111,279,464,589,320
110,279,463,587,321
108,280,463,589,319
111,281,464,588,320
108,280,464,589,321
110,282,464,588,322
108,280,464,588,318
111,280,463,587,321
110,280,463,587,321
109,280,463,587,320
108,280,465,588,319
108,279,464,587,318
111,281,464,589,320
108,279,464,587,319
110,281,463,589,321
108,280,464,588,318
111,280,463,588,321
110,280,464,588,319
110,280,463,587,320
110,280,464,588,319
111,281,465,587,321
107,281,463,587,318
111,282,464,589,321
110,279,464,588,319
108,278,465,587,319
108,278,463,588,318
108,280,464,589,320
109,277,464,587,320
109,279,463,587,318
110,282,464,587,321
108,278,463,587,319
110,282,463,587,320
108,280,465,588,319
108,281,463,588,318
108,277,463,588,320
111,277,464,589,320
108,278,464,586,318
108,282,464,587,319
111,283,463,587,320
108,282,465,588,320
108,283,465,588,318
111,283,464,588,319
110,283,464,587,321
111,282,463,586,318
111,282,463,587,321
109,282,463,588,318
110,283,464,588,321
109,283,464,588,319
108,282,463,586,319
111,285,464,588,319
108,284,463,587,318
108,284,463,587,319
110,285,463,587,320
109,283,464,588,320
108,283,465,588,319
111,285,463,586,319
112,284,463,588,321
107,283,464,588,320
107,283,463,586,319
110,284,462,588,320
108,283,464,588,321
109,282,464,588,320
109,283,463,587,321
111,284,463,586,321
109,283,464,588,320
110,284,465,586,321
110,284,463,587,320
110,282,462,586,319
110,284,464,586,320
108,283,464,588,318
108,282,463,587,318
110,282,465,588,321
111,284,463,586,318
109,284,464,587,319
108,283,465,588,320
107,284,464,588,318
110,283,465,587,320
108,282,464,586,318
109,284,464,587,320
109,282,463,587,321
108,282,463,587,319
110,284,464,587,320
108,283,463,588,319
108,282,463,587,318
110,283,464,588,320
109,283,463,587,320
110,284,465,588,320
111,283,464,588,320
110,283,464,588,321
110,284,464,587,321
110,284,463,587,319
110,284,465,587,319
110,283,463,587,319
109,281,464,587,319
108,280,463,586,319
108,280,464,589,319
111,278,464,588,320
110,282,463,588,321
108,281,463,586,321
108,283,465,586,318
110,285,463,588,321
109,286,464,588,320
109,285,464,586,320
109,285,464,588,320
111,285,464,588,319
109,284,462,586,320
107,283,464,587,318
108,284,463,586,319
109,284,463,586,318
109,285,462,587,320
110,284,463,587,320
110,285,465,588,320
109,284,462,587,320
110,284,463,588,319
108,285,464,587,319
108,284,463,587,318
109,285,463,587,318
109,285,464,585,319
108,284,463,588,318
108,283,464,588,318
109,285,464,587,320
109,285,464,585,318
108,285,464,586,319
109,284,463,588,320
108,284,463,587,320
108,285,463,586,320
109,285,464,587,320
109,285,463,586,318
109,285,463,588,320
108,285,464,586,318
109,285,463,586,319
109,284,464,586,320
109,281,464,587,319
109,283,464,585,319
109,284,463,588,320
108,283,463,588,318
109,283,464,586,320
107,282,463,588,320
109,280,465,585,318
108,279,464,586,320
109,283,463,587,319
108,283,465,586,320
109,284,464,587,320
109,283,464,586,320
109,283,464,586,319
109,286,464,586,320
110,284,464,586,320
107,284,463,587,320
109,285,465,587,320
108,285,464,588,319
108,284,465,585,320
111,285,464,588,320
109,285,465,585,318
109,286,463,587,318
109,285,464,585,318
108,285,463,587,320
70,224,347,435,185
71,226,349,445,187
73,226,349,454,190
73,226,350,465,191
74,227,353,472,193
75,227,353,482,194
75,229,357,488,195
76,229,357,499,198
77,230,358,507,199
76,231,360,512,201
77,232,360,522,203
79,233,360,528,204
80,232,361,534,205
79,234,363,542,208
81,235,364,547,208
82,237,365,552,208
83,236,366,557,210
85,236,367,562,213
86,239,369,566,214
87,239,370,570,216
87,240,370,574,218
88,241,372,577,219
90,241,373,582,220
89,241,374,585,224
91,243,374,588,223
93,242,375,591,225
96,244,377,594,227
93,244,378,594,228
95,245,380,597,230
98,246,380,600,230
97,246,381,603,233
101,246,382,605,234
102,248,382,607,236
104,248,384,609,238
104,249,385,611,239
107,250,387,612,240
108,250,388,612,243
108,252,388,615,242
111,252,388,617,245
113,253,389,618,248
115,253,392,617,248
116,253,391,619,250
118,256,394,621,251
117,256,395,621,251
122,256,396,621,252
123,256,397,624,255
123,257,397,626,254
124,257,398,626,255
126,259,398,627,257
127,259,400,625,258
129,260,400,627,259
130,261,402,626,262
132,262,401,628,263
133,262,402,627,262
132,262,402,630,264
134,263,404,630,267
135,264,404,630,268
136,264,404,629,268
138,265,405,631,269
138,265,407,630,270
138,266,408,633,272
141,268,408,633,273
142,267,409,631,271
141,269,410,633,273
144,268,410,634,275
143,269,412,633,274
144,268,412,633,277
144,270,415,634,277
145,271,414,633,278
145,272,414,632,279
144,271,417,633,281
146,271,417,635,282
146,271,418,635,281
147,273,417,634,282
145,275,419,633,284
146,273,419,635,285
147,273,422,635,284
147,276,420,636,286
147,275,422,634,287
146,275,422,634,287
147,276,424,635,290
148,276,424,636,290
147,277,424,635,290
147,276,425,634,292
147,278,427,637,291
148,278,428,635,291
149,279,427,636,293
147,277,427,635,292
149,279,429,636,293
149,280,429,635,295
148,279,430,634,295
147,281,432,636,296
147,279,431,636,297
147,280,431,636,297
148,281,432,634,298
147,282,432,636,299
148,282,434,636,298
147,282,435,634,300
148,281,434,636,301
147,282,435,634,301
148,283,436,634,303
147,282,437,634,302
147,283,438,634,303
148,284,437,636,302
146,282,439,635,306
147,283,438,633,305
146,284,438,635,306
146,284,440,633,305
147,285,440,635,305
145,284,440,635,306
145,284,441,634,308
147,286,441,634,308
146,285,443,634,309
146,285,444,633,309
148,287,444,634,309
147,286,444,632,311
146,287,446,632,309
145,286,445,634,311
146,286,445,634,311
144,287,446,634,313
145,288,446,634,313
144,288,446,633,312
145,288,448,631,314
144,287,448,632,313
144,288,448,632,315
146,287,450,632,316
146,287,449,632,315
145,288,449,632,315
144,287,450,632,316
143,288,452,633,315
145,288,451,631,316
144,287,453,631,317
143,288,451,632,317
145,289,452,632,316
143,287,453,631,319
143,289,453,631,319
145,289,455,629,318
145,289,454,631,320
145,290,455,631,319
146,290,456,629,320
143,289,455,631,320
143,289,457,629,320
143,290,456,629,322
143,290,456,631,320
145,290,456,629,322
144,290,457,630,323
143,290,457,630,324
144,290,457,628,321
144,289,458,629,322
141,289,458,628,322
144,289,459,629,323
142,290,460,627,325
141,290,459,628,325
140,291,461,628,325
144,290,460,628,325
144,290,460,627,325
142,290,461,627,325
142,291,460,626,324
142,290,461,625,326
142,291,460,626,326
142,291,462,627,325
140,290,461,626,327
141,291,463,625,327
141,292,461,627,326
141,291,463,625,326
140,293,464,624,328
140,292,464,624,328
140,293,463,626,327
141,293,463,624,328
140,293,464,623,328
140,292,464,625,328
141,294,464,624,329
140,293,464,623,329
139,293,464,624,330
139,292,464,624,329
140,292,465,622,329
138,292,465,624,329
139,293,466,621,330
138,292,466,622,328
140,290,466,623,330
139,291,466,622,329
139,289,467,622,331
138,286,466,623,331
139,289,466,622,331
138,291,467,622,330
138,289,468,622,331
138,289,467,623,330
139,290,467,622,331
136,288,468,620,332
138,290,468,621,331
138,291,468,621,331
136,288,467,620,333
136,289,469,622,332
136,289,468,622,332
137,291,469,620,333
138,289,469,619,331
137,292,468,620,333
136,292,469,619,333
137,290,468,620,331
137,290,468,619,333
135,291,468,620,333
135,291,470,619,333
136,289,470,618,333
137,289,470,620,333
136,290,469,619,334
136,290,470,618,334
137,291,470,618,335
136,289,471,617,333
134,290,470,618,334
133,289,470,619,335
135,290,471,618,333
133,290,470,618,335
134,291,470,615,333
135,290,471,617,334
135,291,470,617,333
135,292,470,617,333
134,289,470,617,334
134,290,471,617,334
134,292,470,616,333
134,290,471,616,333
135,293,473,614,334
132,291,473,614,333
134,291,471,617,335
135,291,472,614,335
134,290,472,616,335
134,291,471,614,335
134,291,471,615,334
133,292,471,615,334
133,290,472,614,335
131,291,472,613,335
133,290,472,615,333
133,292,472,613,336
133,289,474,613,334
133,290,471,612,335
132,289,473,612,336
132,289,473,612,336
132,291,472,613,334
131,288,472,612,334
132,289,474,612,336
131,289,473,611,335
131,287,472,613,334
132,288,472,612,335
131,290,472,611,334
131,289,472,612,334
131,288,474,611,334
130,289,473,610,335
132,292,473,609,335
131,290,473,610,333
130,287,474,610,335
131,290,474,610,334
130,292,474,609,335
131,290,474,608,336
130,289,474,610,334
129,290,473,609,335
130,290,474,609,336
129,289,474,608,334
129,289,474,609,334
129,291,474,608,333
129,288,473,610,334
131,288,473,609,334
129,289,474,608,336
129,289,474,607,334
129,288,473,607,334
126,289,473,609,334
129,288,474,608,334
130,290,473,608,335
129,288,473,608,336
128,290,473,609,336
129,290,473,609,334
127,289,474,608,335
129,289,473,608,334
127,291,475,606,333
127,292,472,608,336
127,291,474,606,336
126,288,475,606,335
128,291,473,608,334
127,293,475,606,334
126,293,475,607,335
127,294,473,607,336
127,293,475,605,336
127,293,473,607,333
128,295,474,606,335
128,294,474,605,333
128,293,474,606,334
126,293,474,605,333
127,293,473,607,334
127,293,473,605,335
127,293,473,606,335
126,294,473,605,335
126,293,473,605,335
125,293,475,603,334
125,292,473,603,335
127,293,474,604,335
126,294,473,605,335
127,294,473,602,333
126,293,473,604,334
124,294,474,605,334
126,294,475,603,334
125,294,474,604,334
125,293,473,602,332
124,293,474,603,334
124,294,475,602,332
125,294,474,603,334
124,293,474,602,332
124,293,475,604,334
124,294,475,603,334
124,293,474,602,334
124,295,475,601,333
125,294,474,601,332
125,294,474,603,332
125,294,473,602,333
124,294,474,603,334
124,295,475,602,333
125,294,475,601,334
124,294,475,603,333
125,294,475,602,332
125,295,475,601,333
124,295,475,602,333
124,294,474,602,333
124,296,475,602,332
123,295,474,603,333
123,296,475,601,333
124,294,475,601,333
124,296,475,603,332
120,294,475,603,334
123,296,474,602,332
122,294,476,600,334
124,295,475,602,334
125,294,476,603,333
122,295,476,601,334
123,295,475,603,336
123,295,476,601,334
123,294,476,602,333
122,294,477,602,334
123,295,477,600,332
123,295,476,600,332
123,295,477,601,332
122,295,475,602,333
121,294,476,600,334
123,296,475,601,332
121,294,476,602,334
123,294,475,602,332
123,295,476,601,332
123,295,475,601,334
121,294,477,600,334
123,296,476,601,333
121,295,475,602,333
120,294,476,601,333
121,296,476,602,332
121,296,476,601,334
122,295,476,603,333
124,295,477,601,333
120,295,477,599,333
119,295,475,601,331
121,296,475,601,333
121,295,477,600,333
122,294,477,601,331
121,294,476,602,333
121,294,477,601,332
120,292,475,601,332
122,293,475,601,332
121,293,477,600,332
121,293,476,602,332
121,294,476,602,332
120,294,477,599,332
122,295,476,600,332
119,294,476,601,333
121,293,477,601,333
120,293,477,600,331
120,291,477,601,332
121,290,476,601,332
120,289,477,599,334
121,291,477,600,333
120,290,476,602,333
121,291,477,600,331
120,290,477,600,332
120,289,476,601,332
120,290,477,599,331
119,292,476,600,333
119,290,475,600,332
119,290,476,601,333
121,288,476,600,332
119,290,476,601,332
119,290,477,600,333
121,290,476,601,333
120,288,477,601,331
119,290,476,600,332
119,289,477,600,330
118,288,476,600,333
121,291,476,600,331
119,292,475,599,334
119,293,476,599,333
119,293,476,599,332
118,293,476,598,332
121,293,477,599,332
119,292,477,599,331
120,292,477,601,331
120,292,477,600,331
117,290,476,599,333
119,291,476,599,332
118,290,477,600,333
120,287,478,599,331
118,288,477,600,330
118,288,477,598,331
118,287,477,598,332
118,289,478,598,332
120,288,478,598,331
119,289,478,599,332
119,289,477,599,330
119,287,477,600,331
119,286,476,600,330
119,288,476,599,330
117,286,477,600,332
117,287,477,599,332
116,288,477,598,332
118,289,478,599,330
118,287,477,597,331
119,286,477,600,331
119,290,477,599,331
116,287,477,597,332
117,286,477,598,333
120,287,478,599,330
118,287,477,597,332
116,287,477,598,331
117,287,477,599,331
118,289,476,599,330
117,288,477,597,330
118,289,477,597,329
119,286,477,599,331
117,288,476,598,330
117,286,475,598,331
117,288,476,598,330
117,287,477,598,330
117,287,477,597,330
118,287,477,597,331
118,288,477,598,330
117,288,475,599,331
118,288,477,598,330
117,289,477,598,332
117,287,477,596,330
118,288,477,598,330
